C,Data,PDez,SDz,TDz,QDez,QiDez,SxDez,NGan,UF,Rateio
2066,08/08/18,27,55,35,6,25,45,1,SP,35.155.103
2067,11/08/18,59,2,11,32,26,13,0,,0
2068,14/08/18,5,47,40,9,42,3,0,,0
2069,16/08/18,40,3,48,17,34,35,0,,0
2070,18/08/18,5,26,42,27,48,34,0,,0
2071,22/08/18,35,46,34,60,24,33,0,,0
2072,25/08/18,22,13,10,20,12,54,0,,0
2073,29/08/18,55,12,15,30,52,18,0,,0
2074,01/09/18,42,8,18,37,58,23,2,MG,22.327.541
2075,05/09/18,59,23,33,57,9,7,0,,0
2076,08/09/18,6,15,43,5,12,22,0,,0
2077,12/09/18,37,13,16,26,39,35,1,MT,27.758.694
2078,15/09/18,30,36,2,11,39,15,0,,0
2079,18/09/18,55,37,58,14,2,1,0,,0
2080,20/09/18,58,55,46,22,40,10,0,,0
2081,22/09/18,40,42,13,18,35,41,1,MG,21.763.750
2082,26/09/18,25,33,42,49,6,48,1,ES,2.420.701
2083,29/09/18,56,33,1,19,18,60,0,,0
2084,03/10/18,20,37,26,7,39,38,0,,0
2085,06/10/18,25,49,12,21,38,37,0,,0
2086,10/10/18,4,53,35,43,47,46,0,,0
2087,13/10/18,19,18,53,34,2,23,1,PA,27.364.769
2088,17/10/18,24,3,27,38,14,56,1,BA,2.526.635
2089,20/10/18,38,48,5,49,10,32,0,,0
2090,23/10/18,11,8,18,40,37,51,0,,0
2091,25/10/18,12,11,10,59,38,37,1,PR,20.024.894
2092,27/10/18,13,17,27,11,15,22,0,,0
2093,31/10/18,54,34,52,8,14,27,0,,0
2094,03/11/18,4,33,16,44,19,31,0,,0
2095,07/11/18,49,29,56,43,35,16,0,,0
2096,10/11/18,11,51,6,24,13,19,0,,0
2097,14/11/18,51,28,24,49,9,45,0,,0
2098,17/11/18,2,38,27,60,18,8,0,,0
2099,21/11/18,30,15,5,58,20,27,0,,0
2100,24/11/18,1,35,13,11,10,49,1,SP,69.186.484
2101,28/11/18,58,56,18,8,2,37,0,,0
2102,01/12/18,6,4,17,57,34,51,0,,0
2103,04/12/18,13,40,50,46,3,44,0,,0
2104,06/12/18,12,45,10,56,2,27,0,,0
2105,08/12/18,16,46,13,11,24,31,0,,0
2106,12/12/18,27,3,39,40,36,43,0,,0
2107,15/12/18,50,44,60,38,56,8,0,,0
2108,18/12/18,44,59,29,19,41,22,0,,0
2109,20/12/18,4,16,44,49,12,34,0,,0
2110,31/12/18,25,33,10,12,18,5,52,AC,5.818.007
2111,02/01/19,54,41,1,46,58,44,0,,0
2112,05/01/19,17,46,43,53,52,39,0,,0
2113,09/01/19,11,21,46,14,25,50,0,,0
2114,12/01/19,35,17,30,25,42,57,0,,0
2115,15/01/19,19,40,35,44,27,4,0,,0
2116,17/01/19,21,19,1,9,34,54,0,,0
2117,19/01/19,28,43,4,29,52,30,0,,0
2118,23/01/19,41,11,12,46,20,40,1,RJ,37.902.607
2119,26/01/19,42,49,26,31,19,21,0,,0
2120,30/01/19,38,41,20,24,25,13,0,,0
2121,02/02/19,37,8,17,29,10,40,1,RJ,24.666.686
2122,06/02/19,27,21,3,11,15,49,0,,0
2123,09/02/19,47,59,14,56,50,15,0,,0
2124,13/02/19,31,20,47,43,2,11,0,,0
2125,16/02/19,44,1,31,53,46,58,0,,0
2126,20/02/19,58,39,27,7,24,12,0,,0
2127,23/02/19,7,46,28,30,44,1,0,,0
2128,26/02/19,24,55,46,16,11,54,0,,0
2129,28/02/19,60,46,12,6,32,31,0,,0
2130,02/03/19,13,53,16,36,55,54,0,,0
2131,06/03/19,28,18,20,6,2,3,1,RS,78.938.208
2132,09/03/19,5,60,18,39,35,30,0,,0
2133,13/03/19,26,20,19,51,52,57,0,,0
2134,16/03/19,54,6,46,21,59,34,0,,0
2135,20/03/19,23,48,59,28,40,9,1,BA,32.689.083
2136,23/03/19,35,22,11,1,30,8,0,,0
2137,27/03/19,2,1,49,11,12,34,0,,0
2138,30/03/19,30,34,4,21,13,14,0,,0
2139,03/04/19,58,29,23,41,14,57,0,,0
2140,06/04/19,20,54,36,17,42,26,0,,0
2141,10/04/19,10,19,11,37,41,17,0,,0
2142,13/04/19,44,50,52,57,7,40,0,,0
2143,17/04/19,12,58,35,51,2,57,0,,0
2144,20/04/19,21,33,55,16,7,60,0,,0
2145,24/04/19,6,59,28,8,51,53,0,,0
2146,27/04/19,39,42,16,18,44,31,0,,0
2147,02/05/19,49,42,17,19,37,41,0,,0
2148,04/05/19,59,33,8,58,32,15,0,,0
2149,08/05/19,21,48,46,23,44,37,0,,0
2150,11/05/19,38,24,23,26,42,49,1,XX,289.420.865
2151,15/05/19,36,38,2,29,14,18,0,,0
2152,18/05/19,49,36,29,26,59,50,0,,0
2153,22/05/19,13,28,31,8,33,32,1,SP,11.825.289
2154,25/05/19,53,41,47,50,7,25,0,,0
2155,29/05/19,37,44,2,27,6,47,0,,0
2156,01/06/19,49,39,23,6,26,1,0,,0
2157,05/06/19,34,48,31,39,33,35,0,,0
2158,08/06/19,9,27,46,59,35,45,0,,0
2159,12/06/19,53,35,38,14,45,26,0,,0
2160,15/06/19,53,49,1,46,47,19,0,,0
2161,19/06/19,24,10,8,44,9,42,1,SP,124.209.628
2162,22/06/19,11,30,42,34,16,22,0,,0
2163,26/06/19,45,20,24,36,18,8,0,,0
2164,29/06/19,48,17,58,47,16,25,0,,0
2165,03/07/19,56,49,54,43,5,37,1,SP,35.218.398
2166,06/07/19,44,3,34,56,19,58,0,,0
2167,09/07/19,37,45,38,43,54,27,0,,0
2168,11/07/19,37,25,29,4,1,27,1,PR,8.177.021
2169,13/07/19,45,7,34,59,51,54,0,,0
2170,17/07/19,36,21,51,10,24,38,0,,0
2171,20/07/19,19,12,13,36,55,44,1,SP,21.978.571
2172,24/07/19,9,57,43,37,28,24,0,,0
2173,27/07/19,9,48,44,42,2,50,0,,0
2174,31/07/19,36,10,34,15,60,56,0,,0
2175,03/08/19,55,53,7,32,43,25,0,,0
2176,06/08/19,23,8,25,43,39,44,1,RJ,30.505.746
2177,08/08/19,14,9,48,11,31,51,0,,0
2178,10/08/19,16,21,42,2,50,56,0,,0
2179,14/08/19,24,2,35,54,50,13,0,,0
2180,17/08/19,16,12,10,21,28,38,0,,0
2181,21/08/19,8,1,19,48,36,33,0,,0
2182,24/08/19,59,47,46,19,39,22,0,,0
2183,28/08/19,51,13,43,30,34,26,0,,0
2184,31/08/19,51,15,52,36,59,45,0,,0
2185,04/09/19,19,42,18,47,22,9,0,,0
2186,09/09/19,27,19,12,41,18,46,0,,0
2187,11/09/19,16,21,50,10,46,11,0,,0
2188,14/09/19,60,51,21,28,2,17,0,,0
2189,18/09/19,33,29,11,4,16,22,1,DF,120.085.143
2190,21/09/19,53,35,25,9,5,20,0,,0
2191,24/09/19,33,46,26,4,53,8,1,MT,43.258.437
2192,26/09/19,57,53,7,59,16,37,0,,0
2193,28/09/19,8,7,42,27,29,22,1,PR,5.698.505
2194,02/10/19,16,8,20,21,34,31,0,,0
2195,05/10/19,24,32,38,53,46,14,0,,0
2196,09/10/19,56,28,27,1,41,25,0,,0
2197,14/10/19,29,11,3,35,44,57,0,,0
2198,16/10/19,56,11,34,44,36,1,1,CE,34.615.569
2199,19/10/19,38,23,30,44,35,15,0,,0
2200,22/10/19,28,55,36,43,11,15,0,,0
2201,24/10/19,13,49,3,41,53,23,0,,0
2202,26/10/19,43,60,37,38,29,11,0,,0
2203,30/10/19,34,46,57,50,17,49,0,,0
2204,04/11/19,32,56,29,28,1,35,0,,0
2205,06/11/19,21,42,12,57,37,28,1,SP,61.429.947
2206,09/11/19,42,38,45,6,27,57,0,,0
2207,13/11/19,43,11,6,55,53,10,0,,0
2208,16/11/19,30,45,16,49,25,40,0,,0
2209,20/11/19,32,22,47,28,33,25,0,,0
2210,23/11/19,11,33,34,25,24,17,0,,0
2211,27/11/19,27,44,36,54,41,40,0,,0
2212,30/11/19,51,58,53,52,26,23,0,,0
2213,04/12/19,7,5,10,60,32,46,1,RJ,51.119.263
2214,07/12/19,18,30,4,10,34,47,0,,0
2215,11/12/19,21,23,43,1,19,33,0,,0
2216,14/12/19,24,42,48,10,43,49,0,,0
2217,17/12/19,16,32,36,30,14,10,0,,0
2218,19/12/19,16,6,38,22,52,48,1,SP,40.059.665
2219,21/12/19,57,59,45,8,28,36,0,,0
2220,31/12/19,38,58,35,3,40,57,4,MT,76.053.459
2221,04/01/20,23,34,45,57,5,56,0,,0
2222,08/01/20,14,48,30,29,59,13,0,,0
2223,11/01/20,49,26,2,56,40,42,0,,0
2224,15/01/20,23,50,58,32,52,16,0,,0
2225,18/01/20,1,37,47,44,46,32,0,,0
2226,21/01/20,2,7,38,30,4,16,0,,0
2227,23/01/20,9,6,27,32,12,57,0,,0
2228,25/01/20,19,45,39,9,23,32,0,,0
2229,29/01/20,6,41,40,29,58,11,0,,0
2230,01/02/20,39,17,56,60,26,7,0,,0
2231,05/02/20,4,13,53,40,25,57,0,,0
2232,08/02/20,31,34,38,47,7,8,0,,0
2233,12/02/20,45,35,6,41,4,32,0,,0
2234,15/02/20,47,29,42,4,27,21,0,,0
2235,19/02/20,14,55,35,30,18,57,0,,0
2236,22/02/20,7,53,43,20,45,38,0,,0
2237,27/02/20,60,27,28,20,53,11,2,AC,105.826.358
2238,29/02/20,57,36,11,58,55,45,0,,0
2239,04/03/20,27,39,7,31,46,45,0,,0
2240,07/03/20,25,9,7,10,58,19,2,MG,27.894.020
2241,10/03/20,56,18,26,13,1,40,0,,0
2242,12/03/20,24,42,18,5,25,9,0,,0
2243,14/03/20,14,38,28,18,35,54,0,,0
2244,18/03/20,11,5,42,3,34,37,1,XX,12.147.334
2245,21/03/20,33,11,14,34,15,18,1,GO,15.186.785
2246,25/03/20,9,33,46,24,27,5,0,,0
2247,28/03/20,42,53,47,1,44,48,0,,0
2248,01/04/20,20,9,42,29,30,15,1,XX,4.906.932
2249,04/04/20,4,49,9,31,47,53,0,,0
2250,08/04/20,39,52,27,57,58,33,0,,0
2251,11/04/20,58,22,26,15,54,5,0,,0
2252,15/04/20,46,50,1,17,37,30,0,,0
2253,18/04/20,32,39,55,33,52,31,0,,0
2254,22/04/20,47,4,24,44,56,9,0,,0
2255,25/04/20,20,15,57,49,39,41,0,,0
2256,29/04/20,9,37,30,10,54,47,0,,0
2257,02/05/20,18,30,21,31,34,51,0,,0
2258,05/05/20,26,7,1,23,14,5,0,,0
2259,07/05/20,54,56,58,20,27,41,0,,0
2260,09/05/20,37,12,14,34,35,47,0,,0
2261,13/05/20,23,26,51,27,29,7,0,,0
2262,16/05/20,7,30,46,23,8,14,1,PR,101.195.308
2263,20/05/20,43,49,57,33,9,24,0,,0
2264,23/05/20,29,19,8,2,37,3,0,,0
2265,27/05/20,50,20,46,23,14,39,0,,0
2266,30/05/20,23,37,59,10,58,31,0,,0
2267,03/06/20,48,49,53,20,32,33,1,XX,45.553.191
2268,06/06/20,4,30,52,23,13,28,0,,0
2269,10/06/20,55,14,23,29,11,1,0,,0
2270,13/06/20,41,16,48,14,38,39,0,,0
2271,17/06/20,6,10,41,52,27,28,0,,0
2272,20/06/20,5,41,11,49,24,2,0,,0
2273,24/06/20,58,15,20,16,38,40,1,DF,43.269.740
2274,27/06/20,8,55,40,11,33,17,0,,0
2275,01/07/20,25,50,2,53,4,36,0,,0
2276,04/07/20,49,27,5,18,57,15,0,,0
2277,08/07/20,23,10,53,60,22,37,0,,0
2278,11/07/20,34,17,37,43,8,45,0,,0
2279,14/07/20,28,12,20,5,27,14,1,SP,43.234.926
2280,16/07/20,50,28,58,29,59,31,0,,0
2281,18/07/20,35,40,14,55,50,27,0,,0
2282,22/07/20,30,52,12,27,36,45,1,SP,28.456.665
2283,25/07/20,24,4,37,43,59,60,0,,0
2284,29/07/20,46,36,12,10,4,14,0,,0
2285,01/08/20,12,10,33,7,42,1,2,DF,11.323.343
,,,,,,,,,SP,
2286,05/08/20,42,43,41,9,21,30,0,,0
2287,08/08/20,29,4,2,41,6,56,0,,0
2288,11/08/20,35,39,2,26,56,40,0,,0
2289,13/08/20,6,34,37,38,45,9,0,,0
2290,15/08/20,60,36,5,57,44,18,0,,0
2291,19/08/20,37,31,26,12,36,49,0,,0
2292,22/08/20,18,57,6,33,42,16,0,,0
2293,26/08/20,1,48,42,10,2,37,0,,0
2294,29/08/20,9,43,20,41,33,15,0,,0
2295,02/09/20,28,6,41,26,35,13,0,,0
2296,05/09/20,29,6,36,59,21,1,2,SP,47.160.446
2297,09/09/20,20,22,41,59,35,40,0,,0
2298,12/09/20,13,21,49,41,17,31,0,,0
2299,15/09/20,3,40,19,60,2,44,0,,0
2300,17/09/20,37,39,21,9,54,43,0,,0
2301,19/09/20,18,36,47,52,35,17,0,,0
2302,23/09/20,44,43,25,18,27,22,0,,0
2303,26/09/20,17,50,48,20,3,7,0,,0
2304,30/09/20,12,54,57,21,29,56,0,,0
2305,03/10/20,57,55,38,7,16,22,0,,0
2306,07/10/20,28,58,19,3,57,33,1,PE,103.029.826
2307,10/10/20,38,53,46,55,33,16,0,,0
2308,14/10/20,26,9,58,38,60,13,1,SP,6.648.106
2309,17/10/20,33,60,11,29,9,30,0,,0
2310,20/10/20,13,42,17,28,53,29,0,,0
2311,22/10/20,60,9,35,43,5,3,0,,0
2312,24/10/20,60,39,3,46,47,27,0,,0
2313,28/10/20,45,3,58,26,20,49,0,,0
2314,31/10/20,28,6,7,42,45,49,1,XX,53.047.796
2315,04/11/20,10,17,1,26,30,53,0,,0
2316,07/11/20,49,11,56,43,52,2,0,,0
2317,11/11/20,35,48,30,33,3,8,0,,0
2318,14/11/20,54,58,52,28,44,60,0,,0
2319,18/11/20,17,25,6,35,49,40,0,,0
2320,21/11/20,30,6,35,48,39,42,1,SP,76.128.023
2321,25/11/20,41,43,25,28,14,46,1,AL,3.036.906
2322,28/11/20,5,10,2,29,34,41,0,,0
2323,02/12/20,35,27,39,20,50,59,0,,0
2324,05/12/20,31,2,43,19,60,16,0,,0
2325,08/12/20,33,37,60,34,46,52,0,,0
2326,10/12/20,27,36,34,16,57,10,0,,0
2327,12/12/20,54,45,30,57,37,58,0,,0
2328,16/12/20,11,8,39,14,48,53,0,,0
2329,19/12/20,42,28,45,14,12,55,2,PB,26.798.752
2330,31/12/20,22,35,17,41,20,42,2,SE,162.625.108

